ID, x, y, age
94671,2721,6782,11
94672,8061,6016,91
94673,7556,2993,52
94674,1596,2310,47
94675,7765,9123,79
94676,191,332,69
94677,5656,7996,85
94678,3384,92,41
94679,510,7316,72
94680,6264,8919,90
94681,9804,3619,41
94682,2906,9427,8
94683,6752,2074,23
94684,7587,6443,64
94685,5674,357,34
94686,4346,4030,39
94687,9880,4300,11
94688,4142,9983,42
94689,8445,1055,44
94690,5652,375,66
94691,2252,3077,25
94692,5301,9907,90
94693,4214,9838,83
94694,6973,1375,29
94695,6205,8189,17
94696,7280,7772,74
94697,9770,3880,7
94698,663,3064,90
94699,878,2438,45
94700,6484,488,96
94701,6431,9312,30
94702,1690,3176,25
94703,4330,2776,39
94704,3635,9482,89
94705,9384,1990,26
94706,8176,4560,40
94707,6235,6712,33
94708,7634,7460,18
94709,6971,8781,33
94710,1960,3993,58
94711,1220,5340,79
94712,790,485,55
94713,5145,2879,89
94714,1562,4427,72
94715,8777,5119,33
94716,5121,8415,32
94717,7813,703,95
94718,73,4520,78
94719,581,4425,13
94720,4300,9353,83
94721,7638,1676,78
94722,1463,9057,73
94723,7263,3678,57
94724,8920,2099,58
94725,3374,7502,92
94726,6116,101,60
94727,4429,6406,41
94728,6412,7835,37
94729,5799,855,36
94730,1116,1003,93
94731,6843,7779,77
94732,4711,8583,86
94733,1872,4031,44
94734,2898,4404,9
94735,8149,8609,98
94736,9321,6194,47
94737,256,9826,71
94738,3596,4302,29
94739,5953,7982,52
94740,7067,1872,59
94741,1531,2306,97
94742,9370,3248,39
94743,6157,4267,92
94744,4991,8418,64
94745,9885,3657,80
94746,8193,3587,1
94747,338,3459,46
94748,8897,4242,7
94749,5707,7588,41
94750,4861,6760,8
94751,8087,5079,78
94752,6044,3095,69
94753,7528,614,96
94754,2905,9090,85
94755,6981,6450,51
94756,8540,4426,55
94757,8323,3488,26
94758,821,6295,77
94759,2667,55,71
94760,6532,8005,56
94761,1005,2874,11
94762,1965,1973,77
94763,4310,2789,9
94764,2589,2167,92
94765,820,5847,5
94766,9614,8176,17
94767,5321,1500,83
94768,2988,7486,72
94769,5626,965,10
94770,1136,2804,89
94771,2954,2716,88
94772,4732,8993,30
94773,2379,3105,87
94774,3049,8219,2
94775,5783,7060,48
94776,7934,4761,21
94777,7801,6934,58
94778,3670,8703,44
94779,3661,5672,29
94780,4371,3726,1
94781,1206,3114,22
94782,8671,3201,72
94783,2361,4116,4
94784,4820,3509,62
94785,1479,6322,99
94786,3402,5826,68
94787,7408,1462,7
94788,442,4316,24
94789,2626,96,57
94790,3175,7400,10
94791,3451,5413,2
94792,3930,354,35
94793,3282,1046,79
94794,3675,1872,16
94795,8708,7393,88
94796,6822,6707,89
94797,891,5783,82
94798,4714,4243,84
94799,2150,6968,74
94800,8394,5625,79
94801,7470,3737,12
94802,7474,9877,98
94803,2044,1233,66
94804,5110,1759,76
94805,9205,8297,31
94806,99,5832,85
94807,9549,2854,81
94808,7978,9755,2
94809,9592,8786,19
94810,1132,6393,23
94811,7392,2696,27
94812,4338,3009,84
94813,9556,188,64
94814,6701,370,46
94815,1810,4978,9
94816,2800,6598,21
94817,4722,9630,12
94818,6103,4716,97
94819,333,1889,80
94820,5613,5483,15
94821,4753,4795,49
94822,7334,21,17
94823,7420,814,58
94824,1414,9711,86
94825,1824,1773,73
94826,6937,197,86
94827,8690,7563,40
94828,2707,2255,8
94829,352,763,69
94830,8243,9899,78
94831,1189,7786,87
94832,3079,7723,79
94833,4164,9673,17
94834,5759,9502,2
94835,9549,3042,48
94836,3582,3596,94
94837,3873,1788,23
94838,9885,2287,92
94839,5611,7853,16
94840,7249,6141,60
94841,3638,7444,10
94842,5760,5335,46
94843,5681,9250,88
94844,7393,9199,11
94845,8522,7515,42
94846,9574,8935,15
94847,7522,178,47
94848,5809,3355,20
94849,2876,2175,69
94850,4377,9280,70
94851,7942,9811,41
94852,3509,8623,19
94853,3320,3180,96
94854,7073,9691,20
94855,8661,1136,34
94856,7219,2879,42
94857,1048,5284,70
94858,1184,982,70
94859,2643,3703,69
94860,5256,6932,42
94861,6283,8440,77
94862,9440,3846,26
94863,1433,7627,26
94864,5987,2654,91
94865,4705,6988,2
94866,8668,4952,48
94867,948,6529,69
94868,5160,7511,93
94869,8289,7127,68
94870,3982,4687,86
94871,2544,6190,16
94872,8648,5350,31
94873,5468,9317,58
94874,7934,5175,18
94875,8877,866,54
94876,4982,3165,21
94877,3917,1203,83
94878,1538,7667,78
94879,4032,1599,93
94880,8825,3738,72
94881,3317,1277,29
94882,7280,7211,32
94883,3050,7287,64
94884,5716,8431,15
94885,1042,869,49
94886,4667,9148,73
94887,523,5826,14
94888,4208,4263,37
94889,680,4514,16
94890,7196,2241,77
94891,3314,4234,90
94892,1814,458,34
94893,7174,7994,5
94894,9807,9065,90
94895,7320,3199,65
94896,7629,9956,31
94897,7033,1644,45
94898,8216,7841,22
94899,2029,6436,19
94900,6157,3620,32
94901,6912,5011,79
94902,5175,4440,29
94903,6929,4947,59
94904,2788,9156,65
94905,7845,8405,1
94906,6456,9187,53
94907,9887,6867,33
94908,6062,491,46
94909,6720,653,76
94910,9063,2544,13
94911,2465,4456,20
94912,9991,7760,75
94913,7727,9934,9
94914,8533,4447,93
94915,3647,8093,7
94916,5974,7832,81
94917,7772,2869,40
94918,417,2827,7
94919,1640,9284,33
94920,4756,3669,77
94921,8243,235,95
94922,4668,4539,19
94923,3698,4313,31
94924,3723,7973,3
94925,8165,4181,54
94926,4202,8054,7
94927,1998,655,49
94928,4149,2368,26
94929,3585,5000,14
94930,6028,6144,100
94931,1325,1873,32
94932,9033,1278,56
94933,4169,1962,69
94934,4312,6058,18
94935,2383,1021,5
94936,6126,9917,96
94937,1213,6911,6
94938,9512,7230,13
94939,8646,198,57
94940,463,834,63
94941,6768,8734,47
94942,324,3913,14
94943,2957,5316,71
94944,2110,6072,53
94945,9179,3194,7
94946,5124,7846,31
94947,9093,3845,91
94948,4146,6355,90
94949,5704,1301,77
94950,3421,3163,86
94951,796,6959,31
94952,5612,5456,98
94953,8750,8512,77
94954,6679,2438,87
94955,9496,1578,2
94956,2287,5816,63
94957,1583,407,7
94958,9852,7360,82
94959,858,5691,54
94960,5312,4607,49
94961,9225,2196,65
94962,1351,2992,89
94963,3641,6944,21
94964,7205,9256,56
94965,7048,1989,93
94966,8054,2115,93
94967,6906,1220,73
94968,6700,9617,88
94969,4709,945,38
94970,5674,3555,51
94971,5969,6985,60
94972,4178,5390,92
94973,3888,177,85
94974,5604,2502,26
94975,8071,8430,34
94976,5114,7177,72
94977,3756,9956,65
94978,9419,3147,57
94979,4326,271,78
94980,2619,4625,2
94981,2475,8539,72
94982,4730,4684,80
94983,2245,6687,54
94984,3764,1709,55
94985,2241,3324,3
94986,1114,5126,71
94987,389,8378,87
94988,9268,3890,93
94989,461,3777,71
94990,7044,9629,56
94991,6735,4899,54
94992,7128,5414,32
94993,2682,9707,80
94994,6212,3966,83
94995,2803,1893,25
94996,4922,9792,65
94997,5075,2216,78
94998,2033,7355,8
94999,560,5299,77
95000,8680,8816,62
95001,7337,5621,95
95002,9103,8929,40
95003,5228,5595,56
95004,3824,8945,43
95005,4717,7562,31
95006,1564,8458,97
95007,6287,976,11
95008,790,8751,96
95009,272,5762,76
95010,7546,2224,69
95011,5523,2803,56
95012,7842,440,86
95013,2667,9444,2
95014,79,9649,38
95015,9249,5809,60
95016,6580,4796,87
95017,1269,8687,25
95018,64,7008,60
95019,584,8906,38
95020,9834,3910,34
95021,8623,9370,80
95022,1795,2719,41
95023,157,5066,46
95024,1610,7528,71
95025,9423,5117,25
95026,2541,7406,52
95027,939,1142,28
95028,1701,3071,56
95029,1893,4633,20
95030,5323,1191,21
95031,4247,1654,92
95032,2475,2959,26
95033,1567,8417,32
95034,410,8347,12
95035,6512,6151,54
95036,6528,176,11
95037,2081,5608,29
95038,5700,1747,78
95039,8744,4974,12
95040,7059,2371,21
95041,5611,9709,22
95042,4153,7178,18
95043,1506,2089,56
95044,3126,3385,77
95045,3860,7367,95
95046,9983,1820,99
95047,8974,3231,17
95048,1340,8778,6
95049,8361,1284,59
95050,6326,1201,98
95051,4383,7978,38
95052,7736,6825,93
95053,4955,3303,94
95054,2299,5704,39
95055,5684,9353,96
95056,8887,1416,98
95057,6396,5376,68
95058,6556,7839,32
95059,543,7889,42
95060,326,9418,81
95061,7909,7952,82
95062,8311,7542,93
95063,1270,9669,85
95064,5328,5158,86
95065,5656,675,20
95066,7561,6402,76
95067,3363,1198,44
95068,5811,6259,45
95069,6379,4513,84
95070,5030,3829,40
95071,9215,8997,87
95072,1271,9645,49
95073,6369,4295,37
95074,3648,6030,39
95075,835,5075,93
95076,9010,1336,41
95077,1665,5836,21
95078,3201,8471,98
95079,2126,4979,75
95080,2685,4245,93
95081,6438,625,61
95082,7542,751,88
95083,4627,1063,5
95084,8375,4509,94
95085,7369,3921,12
95086,1566,1563,46
95087,310,2480,81
95088,36,1684,53
95089,6171,6067,51
95090,7389,7139,83
95091,1744,9338,60
95092,6545,8023,98
95093,5441,7620,69
95094,251,6345,46
95095,6129,4048,21
95096,5775,331,42
95097,3562,917,79
95098,700,439,19
95099,5317,9617,29
95100,7113,3049,79
95101,31,1749,54
95102,5220,6535,53
95103,1857,1906,36
95104,1918,3954,86
95105,2811,1925,68
95106,2235,6079,64
95107,3850,4262,75
95108,1977,1001,80
95109,9560,4432,21
95110,7626,6125,34
95111,5089,5723,80
95112,3396,8397,57
95113,7384,6405,5
95114,3292,415,74
95115,9836,9714,17
95116,1953,2859,47
95117,1533,5379,73
95118,23,1797,72
95119,1858,8431,60
95120,518,1641,94
95121,1799,6487,99
95122,1315,780,8
95123,7952,7616,89
95124,6935,1585,98
95125,434,4729,50
95126,7953,8708,57
95127,1058,6970,79
95128,2697,9438,88
95129,5541,5347,71
95130,3042,6355,34
95131,7746,9748,4
95132,4959,1922,24
95133,7755,6002,76
95134,9738,7236,35
95135,2793,2813,7
95136,2265,5822,19
95137,8674,1809,51
95138,5486,3779,39
95139,8665,2039,100
95140,4305,6770,85
95141,4492,9504,88
95142,3936,4559,46
95143,9747,298,63
95144,9225,7775,28
95145,9173,7685,3
95146,4961,4116,16
95147,3904,9693,38
95148,8779,5587,44
95149,3874,310,26
95150,1063,8564,86
95151,2281,7055,77
95152,8709,7813,15
95153,6296,7975,60
95154,3481,5440,51
95155,4427,6550,8
95156,2215,4712,28
95157,7482,5329,18
95158,408,8329,89
95159,764,5631,80
95160,1677,3728,30
95161,631,2970,51
95162,6585,8885,76
95163,2905,8973,9
95164,7936,1083,30
95165,3272,4721,16
95166,4670,6120,80
95167,224,9689,14
95168,9551,8574,88
95169,4894,4169,17
95170,3225,9400,87
95171,1280,1955,35
95172,7344,9603,7
95173,253,7626,21
95174,3240,5904,95
95175,6850,8380,58
95176,1921,6977,58
95177,4875,1382,17
95178,7095,3375,6
95179,6953,9390,43
95180,5318,2729,60
95181,6022,676,10
95182,877,1663,43
95183,8932,5281,42
95184,7784,1141,92
95185,1623,9936,29
95186,7681,5349,81
95187,2354,290,24
95188,1991,5265,5
95189,7932,1599,14
95190,2048,4139,85
95191,3807,7174,49
95192,8975,4922,90
95193,3052,4479,34
95194,3413,3929,10
95195,8948,2221,42
95196,5807,1006,1
95197,8408,9989,18
95198,4265,4257,97
95199,7031,742,50
95200,2661,3134,37
95201,1516,7241,87
95202,5362,1092,43
95203,4620,1058,54
95204,2225,540,70
95205,6409,6154,84
95206,1271,2117,47
95207,6066,2034,81
95208,9319,1817,54
95209,6209,4974,6
95210,8527,377,36
95211,3435,5784,9
95212,5715,62,92
95213,2775,1987,55
95214,5840,4313,58
95215,2723,4944,51
95216,5001,3635,23
95217,8764,6373,98
95218,6596,5928,88
95219,1145,4048,52
95220,555,3586,22
95221,9088,6527,30
95222,4511,2861,31
95223,8677,3736,100
95224,7979,6794,69
95225,3684,6270,7
95226,3437,9397,79
95227,9552,8047,96
95228,5779,9959,95
95229,3618,7823,31
95230,6094,779,47
95231,1010,7425,80
95232,6642,4712,90
95233,7099,7452,36
95234,6756,4768,42
95235,5814,4849,3
95236,9886,5534,26
95237,4368,9464,75
95238,1034,5791,62
95239,3213,2201,7
95240,559,9826,89
95241,7031,9817,26
95242,9880,4829,73
95243,9410,1912,96
95244,5907,4925,63
95245,4785,335,84
95246,7921,380,9
95247,704,5913,45
95248,5571,8415,19
95249,8509,2165,87
95250,4794,7356,36
95251,4523,1774,28
95252,7193,8778,65
95253,9468,3243,97
95254,9229,4411,47
95255,469,4411,88
95256,3108,1754,52
95257,9431,1666,3
95258,6266,693,88
95259,8927,8597,41
95260,9104,4796,36
95261,2651,3881,16
95262,2703,5480,97
95263,8267,6618,23
95264,7234,9431,71
95265,5041,5278,97
95266,5085,6765,27
95267,1509,4074,94
95268,3343,7704,45
95269,347,1576,81
95270,3261,317,69
95271,7628,981,14
95272,5373,7378,35
95273,990,8846,6
95274,3938,7889,13
95275,9314,2624,98
95276,1311,8627,9
95277,3857,8589,20
95278,5428,3106,18
95279,4482,5352,79
95280,9607,899,10
95281,9204,4898,60
95282,1305,9855,87
95283,7349,3367,38
95284,6188,4136,45
95285,6204,902,79
95286,5835,5193,23
95287,3299,9122,78
95288,3361,7964,79
95289,6701,2672,86
95290,1254,7372,97
95291,325,5581,32
95292,36,4038,43
95293,685,341,41
95294,7993,975,25
95295,9462,9741,39
95296,9095,7961,59
95297,7517,4820,11
95298,1651,8100,50
95299,5337,7182,84
95300,4465,3343,5
95301,8798,4318,35
95302,3154,3699,85
95303,6586,6441,11
95304,5216,5699,6
95305,6272,651,64
95306,3618,4350,47
95307,1140,458,61
95308,6220,5978,55
95309,4032,8485,44
95310,3522,4584,60
95311,3031,2345,45
95312,2607,7866,62
95313,3584,3959,42
95314,9619,9173,95
95315,2860,9914,56
95316,7463,8351,62
95317,791,4234,42
95318,457,110,26
95319,810,618,69
95320,5113,7462,76
95321,5615,3404,34
95322,8432,8343,46
95323,1089,6793,4
95324,9172,8588,8
95325,7537,5220,82
95326,1541,2682,98
95327,4268,4729,2
95328,5248,3044,31
95329,7645,9215,17
95330,3405,1489,60
95331,9297,7745,68
95332,5818,443,79
95333,3171,5038,89
95334,9950,3777,34
95335,9728,244,87
95336,7635,8882,90
95337,4243,7537,12
95338,6957,6556,70
95339,9674,3740,72
95340,5220,8017,91
95341,4841,6882,12
95342,4081,5840,39
95343,726,6837,39
95344,4983,7950,58
95345,1126,1310,22
95346,9676,749,6
95347,4016,5534,78
95348,408,1925,80
95349,7630,22,61
95350,4370,2197,79
95351,2773,3428,65
95352,6357,4951,13
95353,9607,6960,31
95354,799,4439,45
95355,9358,7926,17
95356,2786,7801,80
95357,4247,4228,45
95358,533,4641,45
95359,6841,6522,31
95360,8686,7634,2
95361,7957,1440,98
95362,3955,7670,78
95363,914,8365,45
95364,6494,7551,60
95365,7305,3676,23
95366,248,2971,69
95367,8801,2733,26
95368,292,1750,9
95369,9259,3990,55
95370,5926,2678,4
95371,2598,5460,32
95372,1268,8018,76
95373,8453,1945,30
95374,3437,1503,75
95375,5935,501,80
95376,1546,6843,46
95377,7101,7913,51
95378,8101,9465,78
95379,4468,9414,3
95380,3758,3997,21
95381,4973,347,32
95382,3865,7497,95
95383,5342,1,54
95384,8114,6499,53
95385,8344,4483,43
95386,8628,6436,16
95387,6609,2061,63
95388,1252,8253,29
95389,3761,7158,81
95390,8408,8139,87
95391,6809,8067,54
95392,5958,5139,49
95393,1443,5720,88
95394,7813,2345,12
95395,8190,5095,35
95396,3974,1146,70
95397,9184,3922,89
95398,1579,4164,52
95399,9440,6148,70
95400,671,42,56
95401,1026,6279,77
95402,8269,9519,69
95403,3009,9873,41
95404,6328,6464,45
95405,9514,5917,77
95406,2894,1359,28
95407,1707,4517,64
95408,5645,2838,15
95409,8211,2794,56
95410,945,9552,24
95411,7208,666,64
95412,1558,6614,2
95413,6308,6986,49
95414,4747,7088,61
95415,6447,8277,98
95416,9224,2360,91
95417,9738,6309,84
95418,8497,9862,48
95419,3821,8819,81
95420,482,283,8
95421,9023,5182,65
95422,2036,224,44
95423,1438,3722,18
95424,3004,8679,8
95425,9891,6572,24
95426,743,30,18
95427,5777,2237,29
95428,8782,6989,67
95429,5573,8120,5
95430,8236,4077,57
95431,9696,3613,10
95432,2611,7416,13
95433,1723,3534,41
95434,2168,3350,53
95435,6245,5970,87
95436,4947,3679,54
95437,8628,6148,24
95438,3803,3346,30
95439,6232,5748,82
95440,2666,2857,79
95441,5718,1446,56
95442,9727,7663,24
95443,2258,234,53
95444,6445,23,41
95445,5039,6408,14
95446,182,1661,45
95447,4912,3959,8
95448,3631,464,65
95449,5394,1519,50
95450,4718,7829,38
95451,9034,774,40
95452,7687,9790,74
95453,9921,503,22
95454,9297,979,73
95455,2153,8631,91
95456,8299,3957,40
95457,1530,9477,48
95458,1200,8065,15
95459,9111,9442,80
95460,2733,9270,72
95461,1034,7706,29
95462,9865,1056,12
95463,8311,9172,100
95464,9043,5821,26
95465,9621,5522,52
95466,9300,1889,84
95467,1664,9237,29
95468,6165,6590,1
95469,7790,7236,75
95470,5594,4509,91
95471,6061,4812,85
95472,6358,533,16
95473,7313,5335,1
95474,1894,1304,59
95475,1156,780,25
95476,6674,3368,14
95477,8569,6733,72
95478,18,8937,46
95479,5384,1731,3
95480,2597,4283,10
95481,7737,1644,32
95482,8238,287,74
95483,2037,7659,64
95484,5236,7736,6
95485,2041,2962,94
95486,8425,5134,92
95487,1394,6109,68
95488,9751,7252,17
95489,5014,8334,66
95490,2648,5252,68
95491,8578,9127,66
95492,3527,4052,23
95493,5155,9121,61
95494,8402,6261,59
95495,1823,6753,5
95496,7911,3310,20
95497,4560,7369,53
95498,3662,1012,58
95499,2128,7120,33
95500,637,5185,62
95501,7694,3824,29
95502,4731,2158,60
95503,9588,2965,27
95504,5599,5132,14
95505,4951,2604,23
95506,1783,4093,92
95507,6250,1995,46
95508,3165,4468,87
95509,5672,226,89
95510,1265,5936,37
95511,7779,4278,31
95512,6088,1921,17
95513,2201,4507,55
95514,1959,7695,48
95515,6124,4102,26
95516,4136,177,91
95517,6908,204,72
95518,7660,73,53
95519,6529,8174,92
95520,5426,2454,61
95521,4930,918,81
95522,4216,4425,11
95523,6246,2000,31
95524,3680,4445,86
95525,4521,836,78
95526,6304,1898,49
95527,5264,2837,46
95528,8852,3933,97
95529,4973,9849,40
95530,960,9118,25
95531,7598,7977,91
95532,1092,6808,62
95533,702,822,3
95534,3949,1966,96
95535,4594,9045,58
95536,8396,9423,92
95537,1672,7612,27
95538,537,7063,4
95539,8439,3395,21
95540,9800,7633,20
95541,3116,1650,32
95542,3550,4931,54
95543,9652,7458,100
95544,5714,4401,86
95545,698,3054,37
95546,5050,9589,37
95547,3429,8839,28
95548,4213,421,58
95549,8127,5645,79
95550,435,4105,36
95551,1221,7445,31
95552,8216,6819,33
95553,4038,2901,86
95554,2634,834,5
95555,7469,9443,79
95556,9438,2397,41
95557,4508,6144,5
95558,4409,8954,66
95559,6480,9052,42
95560,6649,7284,29
95561,7010,241,53
95562,5490,4382,24
95563,4566,5288,31
95564,8692,8256,64
95565,1517,2539,58
95566,9897,9374,52
95567,623,3735,85
95568,8060,3975,95
95569,0,193,33
95570,2361,5817,4
95571,4664,6902,38
95572,1672,1587,79
95573,8329,3451,42
95574,9446,1685,33
95575,1239,6612,75
95576,4872,9713,57
95577,3274,5452,20
95578,98,4134,9
95579,6821,9297,4
95580,1242,8395,82
95581,8182,4190,8
95582,3282,5520,100
95583,9253,1826,55
95584,3026,3345,87
95585,8103,961,7
95586,437,4341,92
95587,3469,2371,62
95588,7184,5208,90
95589,1992,1417,2
95590,6169,7137,71
95591,1691,1851,35
95592,5824,4888,66
95593,5117,530,43
95594,391,2746,36
95595,5527,4389,58
95596,632,9052,65
95597,4504,3097,27
95598,5736,1109,8
95599,5717,2825,19
95600,6767,9590,36
95601,136,5835,68
95602,6835,8023,71
95603,4335,1744,24
95604,691,8304,70
95605,3034,3843,55
95606,5012,3160,49
95607,5154,6136,63
95608,8930,213,43
95609,6087,4072,54
95610,2174,8116,38
95611,1491,178,81
95612,3151,3935,4
95613,2185,7517,62
95614,8826,1623,75
95615,2562,169,29
95616,5735,3644,45
95617,1908,5236,86
95618,9595,7758,3
95619,4032,1923,47
95620,430,9939,33
95621,7166,8252,94
95622,3101,9741,70
95623,1933,475,1
95624,6992,1142,1
95625,7575,4211,44
95626,2929,2208,36
95627,4476,8932,52
95628,3041,6880,82
95629,2755,760,33
95630,867,6447,21
95631,9104,3836,26
95632,8019,5865,80
95633,3641,8640,86
95634,6158,7088,40
95635,3368,6708,10
95636,7397,9037,2
95637,9760,9641,38
95638,1557,5641,77
95639,4175,3887,52
95640,5040,771,87
95641,4147,4359,54
95642,307,6054,6
95643,9052,6503,13
95644,5526,93,79
95645,6217,2360,47
95646,4380,5075,3
95647,2687,2551,84
95648,2759,5913,24
95649,4439,729,25
95650,2720,5384,36
95651,3704,2769,19
95652,8488,5525,65
95653,7915,8739,7
95654,7719,1104,7
95655,8232,5444,79
95656,4294,7757,74
95657,3524,6276,60
95658,4262,3348,48
95659,1983,1120,53
95660,4106,1760,80
95661,6887,3330,78
95662,746,3467,12
95663,1572,6312,59
95664,2389,799,78
95665,2378,4937,98
95666,3352,7216,50
95667,2601,3252,92
95668,4390,2765,61
95669,4345,606,76
95670,4243,2675,65
95671,6686,1441,83
95672,4839,488,41
95673,2666,8831,21
95674,7292,3689,4
95675,3551,2845,4
95676,5317,7860,25
95677,8242,6356,29
95678,8433,9148,55
95679,5361,8286,11
95680,2564,660,75
95681,5266,580,79
95682,2020,4583,61
95683,9855,8950,84
95684,5019,4735,42
95685,7091,9972,82
95686,9588,3341,18
95687,9537,1525,41
95688,8763,445,8
95689,9162,5547,100
95690,1968,9820,38
95691,2993,6262,59
95692,8946,9184,88
95693,2079,9452,100
95694,4948,7884,51
95695,2084,2412,53
95696,9623,4424,36
95697,4235,996,61
95698,7605,6396,66
95699,9718,8830,46
95700,8797,3113,86
95701,7302,3926,26
95702,5077,2230,31
95703,3493,849,54
95704,9295,6435,21
95705,5614,4499,31
95706,618,8700,45
95707,5391,8324,76
95708,4681,9039,24
95709,1569,9674,6
95710,2029,3061,87
95711,5414,4260,72
95712,9730,5258,86
95713,439,6664,67
95714,7569,2073,45
95715,5498,8542,5
95716,8844,5030,99
95717,9492,6132,55
95718,1273,6369,99
95719,918,5681,68
95720,3485,3242,50
95721,6680,479,31
95722,1070,1852,24
95723,6661,9812,7
95724,932,4692,62
95725,8730,6810,69
95726,6928,4325,52
95727,2184,9648,88
95728,7408,2733,45
95729,9113,6088,75
95730,770,6735,82
95731,2279,4652,16
95732,5435,6332,61
95733,6104,7062,4
95734,7708,4357,61
95735,8721,4837,95
95736,3000,5825,3
95737,9964,3072,75
95738,7676,1874,52
95739,3756,3324,16
95740,991,4160,48
95741,5484,3591,83
95742,8809,4085,50
95743,4854,9393,41
95744,7188,1034,49
95745,1501,7707,31
95746,6443,6389,60
95747,3695,1004,74
95748,403,5179,19
95749,2890,5439,61
95750,7906,7939,39
95751,7905,4294,21
95752,4106,2319,1
95753,9926,8365,6
95754,1995,3270,38
95755,476,3347,35
95756,5159,6346,83
95757,1306,2786,80
95758,8650,4227,96
95759,3470,5631,53
95760,8175,7764,76
95761,943,7683,92
95762,8645,8605,81
95763,1758,542,93
95764,9310,8541,33
95765,3946,844,27
95766,3646,9801,6
95767,3068,6655,34
95768,1757,9882,86
95769,4529,9290,14
95770,1078,292,24
95771,9702,5270,62
95772,5845,9877,31
95773,6398,4166,13
95774,7097,3373,56
95775,1263,8270,27
95776,755,9605,33
95777,1855,2172,3
95778,3918,1368,67
95779,5503,561,88
95780,9282,9043,27
95781,2303,1591,84
95782,3453,7289,19
95783,687,7193,53
95784,7407,3762,14
95785,2877,1631,12
95786,5219,5152,26
95787,1320,2152,70
95788,3033,7658,23
95789,6291,193,1
95790,721,1459,58
95791,9694,4670,46
95792,480,5183,49
95793,5658,5248,2
95794,8101,1331,95
95795,8449,8803,44
95796,4262,871,88
95797,7607,804,37
95798,3392,7074,40
95799,1593,9888,63
95800,4334,408,23
95801,8236,8076,12
95802,5756,9303,78
95803,627,210,11
95804,9594,5952,92
95805,3786,2200,59
95806,6007,8756,67
95807,6416,374,93
95808,8660,6744,80
95809,3293,5103,88
95810,6963,6427,52
95811,4045,3576,48
95812,5011,1878,35
95813,2397,3578,50
95814,7655,7239,91
95815,8357,7818,66
95816,2257,6686,4
95817,3701,2794,3
95818,8887,3145,26
95819,7537,7948,41
95820,1800,397,87
95821,3220,2558,24
95822,6195,1444,14
95823,4058,692,72
95824,9125,4759,49
95825,1481,8670,52
95826,2960,9583,52
95827,6630,5182,89
95828,7994,96,59
95829,6811,5278,45
95830,4704,2754,11
95831,2811,8700,68
95832,3994,1265,80
95833,5626,2419,22
95834,7978,7161,85
95835,1941,1499,85
95836,5038,7017,21
95837,7368,5530,9
95838,7662,1728,71
95839,3105,2228,80
95840,2708,6893,66
95841,8259,3579,79
95842,8358,2772,10
95843,2264,8005,68
95844,984,5149,92
95845,9354,4041,62
95846,5716,9242,47
95847,3492,8631,8
95848,3687,7478,36
95849,5492,9404,42
95850,1890,7286,53
95851,4420,6414,27
95852,6096,3618,61
95853,1884,9254,55
95854,952,7099,37
95855,7546,9455,70
95856,7910,5746,74
95857,6054,6156,10
95858,9490,6121,53
95859,4042,7653,54
95860,17,4122,48
95861,252,5374,43
95862,1433,8441,36
95863,8219,2451,11
95864,654,6671,24
95865,5218,5883,6
95866,6772,4203,1
95867,4496,485,27
95868,7091,8071,42
95869,9327,2851,57
95870,4282,1849,5
95871,5443,6772,84
95872,7409,6363,77
95873,3797,7501,5
95874,5591,1158,75
95875,7932,3167,18
95876,4457,8374,58
95877,3941,9644,23
95878,2248,2066,3
95879,8055,9242,79
95880,2923,1693,45
95881,1813,1387,24
95882,462,2087,21
95883,6387,2833,21
95884,266,2026,99
95885,2081,4273,37
95886,2543,5371,54
95887,7973,2507,65
95888,2819,1969,74
95889,7465,7518,73
95890,3369,5486,31
95891,433,6639,84
95892,9790,1562,81
95893,6224,8547,63
95894,6672,1152,6
95895,392,7556,19
95896,4969,4259,24
95897,992,282,98
95898,2307,6273,29
95899,7640,1132,61
95900,7806,5062,41
95901,8780,6583,31
95902,7466,9513,66
95903,3774,7563,22
95904,485,2991,77
95905,2486,7625,61
95906,5731,9364,2
95907,8262,5939,71
95908,1390,1914,82
95909,829,950,68
95910,9055,4045,49
95911,9934,464,70
95912,6890,4034,52
95913,255,8969,89
95914,376,6755,27
95915,7975,6136,37
95916,4201,2534,13
95917,2617,6147,32
95918,9535,8642,57
95919,4406,5657,4
95920,8117,2729,32
95921,1726,3617,44
95922,8373,6363,92
95923,731,2362,90
95924,8640,6657,92
95925,8657,7863,37
95926,45,7681,52
95927,8430,470,13
95928,7703,4559,56
95929,3899,8921,83
95930,2893,4342,71
95931,5445,5982,89
95932,1169,4077,69
95933,4594,6225,55
95934,3577,1694,91
95935,36,2600,37
95936,6334,4983,10
95937,2776,6886,98
95938,1665,8963,25
95939,338,4543,42
95940,9489,7626,38
95941,8510,9805,79
95942,571,5443,84
95943,2592,4513,9
95944,1986,7139,22
95945,8856,540,6
95946,3562,1276,96
95947,737,6154,35
95948,2297,6063,95
95949,4057,6675,22
95950,6028,768,43
95951,8327,1623,53
95952,2962,6616,22
95953,4233,3224,3
95954,3006,8003,31
95955,7096,1015,18
95956,5400,906,13
95957,8592,9860,32
95958,8210,5361,56
95959,6634,7609,44
95960,7818,9045,24
95961,684,2238,35
95962,9642,3478,78
95963,6403,2800,10
95964,1966,8217,49
95965,8781,7132,2
95966,942,9410,12
